Internal ID,Project Name,RERA ID,Developer,Type,Latitude,Longitude
1287,Wellnest Bellevue,PRM/KA/RERA/1250/303/PR/150523/005933,Wellnest India Projects Pvt Ltd,Plot,12.9791987,77.5770266
1288,Millennia Spring Woods,PRM/KA/RERA/1251/308/PR/090523/005924,Millennia Ventures,Plot,,
1289,MJ Anugraham,PRM/KA/RERA/1251/308/PR/060423/005840,MJ Infrastructure,Villa or Rowhouse,12.7149336,77.7371208
1290,Tharuns BV Sattva,PRM/KA/RERA/1251/446/PR/240323/005820,BV Builders,Apartment,13.1330099,77.57956709999999
1291,Saikam Aananda,"PRM/KA/RERA/1251/308/PR/190921/002902, PRM/KA/RERA/1251/308/PR/290423/005903, PRM/KA/RERA/1251/308/PR/260224/006653",Saikam Dream Acres Pvt Ltd,Plot,12.8950973,77.7862651
1292,Pavan Gokulam,,Pavan Promoters,Plot,12.8886398,77.8006206
1293,VR Golden Enclave,"PRM/KA/RERA/1265/345/PR/230123/005659, PRM/KA/RERA/1265/345/PR/190330/002509, PRM/KA/RERA/1265/345/PR/201201/003730, PRM/KA/RERA/1265/345/PR/201125/003714, PRM/KA/RERA/1265/345/PR/201125/003714",VR Builders And Developers,Plot,12.9742069,78.1676797
1294,EVO Aeris,PRM/KA/RERA/1251/308/PR/150423/005868,EVO Natura Homes,Villa or Rowhouse,,
1295,Sree Durga Samrudhi,PRM/KA/RERA/1251/309/PR/100423/005858,Sree Shivadurga Builders,Apartment,,
1296,Amigo Amparo,PRM/KA/RERA/1251/472/PR/250124/006572,Amigo Shelters,Apartment,13.0791946,77.6282167
1297,DB Lakven Visishta,PRM/KA/RERA/1251/446/PR/160523/005938,DB Infra Developers,Apartment,13.0090939,77.7526139
1298,Elite ECL Petal,PRM/KA/RERA/1250/303/PR/290423/005902,Elite Estates,Plot,52.5810048,-0.2081668
1299,Esteem South Park,"PRM/KA/RERA/1251/310/PR/090523/005916, PRM/KA/RERA/1251/310/PR/090523/005912",Esteem,Apartment,12.8604766,77.58739849999999
1300,Prime Green Avenue,PRM/KA/RERA/1265/347/PR/150423/005863,Prime Living Properties,Plot,,
1301,Adarsh Welkin Park,PRM/KA/RERA/1251/308/PR/020923/006223PRM/KA/RERA/1251/308/PR/020923/006224,Adarsh Developers,"Villa or Rowhouse, Apartment",12.8686342,77.6872475
1302,Vikyath Elegant,PRM/KA/RERA/1251/446/PR/190722/005082,Vikyath Properties,Apartment,12.9960121,77.7223116
1303,BSR Thapovana,PRM/KA/RERA/1251/310/PR/220223/005733,BSR Developers,Plot,,
1304,Sri Sai Sarovar,PRM/KA/RERA/1251/446/PR/100423/005856,Sri Sai Constructions Bangalore,Apartment,12.9996272,77.7258125
1305,Concorde Equity,PRM/KA/RERA/1265/347/PR/151222/005525,Concorde Group,Plot,13.0331458,77.9579609
1306,Banyan Boulevard,PRM/KA/RERA/1255/477/PR/280922/005283,Banyan Enterprises,Plot,13.349284,75.841818
1307,Bhavisha Meadows,PRM/KA/RERA/1251/308/PR/300622/005027,Bhavisha Homes,Apartment,12.8057822,77.713576
1308,VR Hanuman Enclave,,VR Builders And Developers,Plot,28.6764081,77.0738947
1309,Nava Gokulam,PRM/KA/RERA/1251/446/PR/061222/005504,Nava Jyothi Group,Apartment,13.0341753,77.6508727
1310,Nandi Brindavan Uttarahalli,PRM/KA/RERA/1251/310/PR/080223/005693,Nandi Developers,Apartment,12.9077928,77.54769
1311,Mathapathi Grand Field,PRM/KA/RERA/1251/446/PR/191022/005340,Mathapathi Bangalore,Apartment,12.9181177,77.72530359999999
1312,JCSV Pride,PRM/KA/RERA/1251/310/PR/191015/002920,JCSV Builders And Developers,Apartment,,
1313,ISR Udayam,PRM/KA/RERA/1251/446/PR/211122/005489,ISR Constructions,Apartment,13.0760828,77.7475852
1314,Continental Serene Gardens,"PRM/KA/RERA/1250/303/PR/150622/004990, PRM/KA/RERA/1250/303/PR/221123/006423",Continental Builders and Developers,Plot,,
1315,Trilok Villas And Apartments,PRM/KA/RERA/1251/310/PR/191222/005541,M Square Properties Bangalore,Plot,12.9268674,77.5076699
1316,Sai Balaji Royal,PRM/KA/RERA/1251/310/PR/070823/006118,Sai Balaji Shelters,Apartment,12.8764987,77.6580425
1317,TG Heritage,PRM/KA/RERA/1251/310/PR/160123/005621,TG Developers,Apartment,12.8671424,77.5422074
1318,Nivara Viento,PRM/KA/RERA/1251/309/PR/290323/005826,Nivara Group,Villa or Rowhouse,13.1769485,77.5493015
1319,Evantha Earthen Ambience,PRM/KA/RERA/1251/308/PR/210323/005811,Evantha Sri Durga Constructions,Villa or Rowhouse,12.835829,77.7784497
1320,Magnolia Temple Tree,PRM/KA/RERA/1250/302/PR/180217/000526,Magnolia Group,Plot,12.7681545,77.33724029999999
1321,ELV High Garden,PRM/KA/RERA/1251/446/PR/181122/005469,ELV Projects,Apartment,12.968814,77.747592
1322,Diamond Blossoms,PRM/KA/RERA/1251/308/PR/190123/005625,Diamond Developers Bangalore,Villa or Rowhouse,12.862294,77.7089612
1323,Definer Upper Deck,PRM/KA/RERA/1251/446/PR/230123/005646,Definer Builders,Apartment,13.0809429,77.7416332
1324,Binary Essentia,PRM/KA/RERA/1251/308/PR/210323/005813,Binary Realty,Apartment,12.8515421,77.73152
1325,SNN Raj Bay Vista,PRM/KA/RERA/1251/310/PR/181122/005481,SNN Raj Corp,Apartment,12.8981993,77.6113163
1326,Ninthmile Peepal Tree,,Ninthmile Constructions,Plot,,
1327,Kingston Legacy,PRM/KA/RERA/1251/446/PR/150323/005794,Kingston Properties,Apartment,13.0240781,77.6944023
1328,Chartered Veda,"PRM/KA/RERA/1250/307/PR/170824/000076, PRM/KA/RERA/1250/307/PR/180130/000147",Chartered Housing,Plot,13.1324553,77.4034727
1329,Abhee Srishti Layout,PRM/KA/RERA/1251/308/PR/080223/005701,Abhee Ventures,Plot,12.6933327,77.7038367
1330,Purva Meraki,,Puravankara,Apartment,12.900014,77.64707419999999
1331,AR Ruthvi,PRM/KA/RERA/1250/307/PR/021222/005495,Ashwasurya Realities,Plot,,
1332,Aratt Alchemy Elixir,PRM/KA/RERA/1251/308/PR/091122/005429,Aratt Builders,Apartment,12.8261336,77.6548833
1333,Mangala Aditya Orchard,PRM/KA/RERA/1251/310/PR/220622/005019,Mangala Raghavan Real Estates,Plot,12.8899889,77.4045118
1334,Svamitva Soul Spring,"PRM/KA/RERA/1251/310/PR/220223/005735, PRM/KA/RERA/1251/310/PR/110823/006152",Svamitva Group,Apartment,12.904126,77.64618949999999
1335,Abhee Kings Court,PRM/KA/RERA/1251/308/PR/020323/005763,Abhee Ventures,Apartment,12.8867896,77.7674601
1336,Ikya Bharthi Vihar,"PRM/KA/RERA/1250/304/PR/070622/004968, PRM/KA/RERA/1250/304/PR/201013/003647",Ikya,Plot,,
1337,PMS Lake View,PRM/KA/RERA/1250/303/PR/090523/005914,PMS Enterprises,Plot,,
1338,Jagati Shubha Nivas,PRM/KA/RERA/1250/304/PR/060423/005839,Jagati Infra,Apartment,,
1339,Vaarahi Aira Hills,PRM/KA/RERA/1250/303/PR/150523/005928,Vaarahi Developers,"Plot, Villa or Rowhouse",13.2374768,77.7212431
1340,Diamante 2 Oakland Estates,PRM/KA/RERA/1250/303/PR/050723/006036,Diamante Properties,Plot,7.0915313,-73.1106183
1341,Orange Blossom Devanahalli,PRM/KA/RERA/1250/303/PR/020323/005762,Basavaiah G,Plot,13.2437197,77.7172413
1342,Futurearth Eastbrook,PRM/KA/RERA/1250/304/PR/100323/005789,Futurearth Group,Plot,13.0515582,77.78726999999999
1343,Kumari Nautilus,PRM/KA/RERA/1250/304/PR/220623/006007,Kumari,Villa or Rowhouse,,
1344,S And S AR Villas,PRM/KA/RERA/1250/303/PR/280324/006747,S And S Properties,Villa or Rowhouse,,
1345,Sri Tirumala Seshadri Nagar,PRM/KA/RERA/1254/460/PR/220223/005734,Sri Tirumala Constructions,Plot,13.6791482,79.3497239
1346,Jeevan Sagar Township,"PRM/KA/RERA/1254/461/PR/181122/005463, PRM/KA/RERA/1254/461/PR/160623/005998",Metro Homes,Plot,,
1347,Sarvaa Anugraha,PRM/KA/RERA/1254/465/PR/210323/005805,Sarvaa Properties And Developers,Plot,13.359806,77.8317946
1348,Abhee Pride,PRM/KA/RERA/1251/308/PR/220223/005739,Abhee Ventures,Apartment,12.785255,77.6969261
1349,Sai Paadam,PRM/KA/RERA/1251/446/PR/300323/005833,Sai Kripa Construction,Apartment,13.000002,77.7336736
1350,KNS Alora,PRM/KA/RERA/1251/310/PR/210323/005809,KNS Infrastructure Pvt Ltd,Plot,12.89186,77.418937
1351,Disha Pursuit Of Sunshine,PRM/KA/RERA/1251/446/PR/100323/005790,Disha Habitat Venture,Apartment,13.0664801,77.7375318
1352,Astro City Paradise,PRM/KA/RERA/1251/446/PR/160523/005934,Astro Builders Developers,Plot,12.8833905,77.6907658
1353,Trendsquares Ambience,PRM/KA/RERA/1251/446/PR/060423/005842,Trendsquares Constructions,Apartment,13.0630579,77.6342918
1354,HSK Urban Living,PRM/KA/RERA/1251/310/PR/060623/005974,HSK Projects,Apartment,,
1355,Pionier Daffodil,PRM/KA/RERA/1251/308/PR/090323/005782,Pionier Developers,Plot,12.867525,77.70033649999999
1356,Yuva Sunrise,PRM/KA/RERA/1251/308/PR/080223/005697,Yuva Structures,Apartment,12.7772644,77.7494456
1357,Sai Krishna Elite,PRM/KA/RERA/1251/446/PR/181122/005484,Sai Krishna Developers,Apartment,12.9079559,77.6791056
1358,Saroj Whispering Winds Brisa,"PRM/KA/RERA/1265/347/PR/190219/002397, PRM/KA/RERA/1265/347/PR/201022/005354",Saroj Group,Plot,13.095911,77.9488987
1359,RK 36 Park Avenue,PRM/KA/RERA/1251/308/PR/161122/005459,RK Developers,Plot,,
1360,Modern Soulace,PRM/KA/RERA/1251/308/PR/150223/005723,Modern Spaaces,Villa or Rowhouse,,
1361,Columbia Serene Amara,PRM/KA/RERA/1251/309/PR/160223/005724,Columbia Pacific,Apartment,13.2026171,77.6241374
1362,Manyata Midlands,PRM/KA/RERA/1251/308/PR/230123/005662,Manyata Developers,Plot,12.6836811,77.7168437
1363,Ashwasurya Jyesta,PRM/KA/RERA/1270/305/PR/181022/005335,Ashwasurya Realities,Plot,12.918133,77.5206096
1364,Urbanrise Paradise On Earth,PRM/KA/RERA/1251/310/PR/080223/005704,Urbanrise Projects,Villa or Rowhouse,,
1365,Saritha Serene,PRM/KA/RERA/1251/446/PR/220223/005743,Saritha Developers,Apartment,12.9208743,77.7296959
1366,Nava Nakshatra Sri Sai Dev Enclave,PRM/KA/RERA/1250/303/PR/220223/005741,Nava Nakshatra Homes P Ltd,Plot,,
1367,DS Max Shresta,PRM/KA/RERA/1251/309/PR/220223/005748,DS MAX Properties Pvt Ltd,Apartment,13.0989386,77.639237
1368,DS MAX Samyak,PRM/KA/RERA/1251/310/PR/150223/005721,DS MAX Properties Pvt Ltd,Apartment,12.8972306,77.4369777
1369,TBC Grand La Vasa,PRM/KA/RERA/1251/308/PR/080223/005700,TBC Homes,Villa or Rowhouse,,
1370,Architha Aarna,PRM/KA/RERA/1251/310/PR/160223/005726,Architha Developers,Apartment,12.903031,77.5151267
1371,DLR Subhkam,,DLR Constructions,Apartment,13.0021252,77.7462256
1372,PVR Iris,,PVR Infracon,Apartment,13.010878,77.737918
1373,Sagar Park View,,Sagar Builders Bangalore,Apartment,,
1374,JPC Pooja,,JPC Infrastructure,Apartment,12.9109661,77.6796487
1375,Prakruti Basil Nest,,Prakruti Nest Builders and Developers,Apartment,13.0060565,77.5635662
1376,Bhoo Amrutha Nandhi,PRM/KA/RERA/1251/446/PR/091122/005425,Bhoo Developers,Apartment,13.037275,77.6563903
1377,Sri Sairam Enclave Nelamangala,,Sairam Developers,Plot,13.097301,77.38563979999999
1378,RICH Bouquet,,Regal Investment Construction,Apartment,,
1379,BDA Apartments Konadasapura,PRM/KA/RERA/1251/446/PR/230125/005664,Bangalore Development Authority,Apartment,13.045534,77.7536499
1380,BDA Kailas Housing Complex,,Bangalore Development Authority,Apartment,,
1381,BDA Alur,PRM/KA/RERA/1251/309/PR/180518/001724,Bangalore Development Authority,"Villa or Rowhouse, Apartment",13.0853332,77.46476009999999
1382,BDA Thunga Housing Complex,,Bangalore Development Authority,Apartment,,
1383,BDA Saraswathi Housing Complex,,Bangalore Development Authority,Apartment,,
1384,Sunil Grandeur,,Sunil Constructions Bangalore,Apartment,,
1385,BDA Apartments Gunjur,,Bangalore Development Authority,Apartment,12.921337,77.73400459999999
1386,Sri Sai Ashirwad Residency,,Ashirwaad Builders and Developers,Apartment,12.8991273,77.64134299999999
1387,NR Prime Residency,,Hashmitha Constructions,Apartment,12.9438264,77.6539849
1388,Chandrashekar Pratham Gorur,,Chandrashekar Builder Bangalore,Apartment,12.9323221,77.5464634
1389,Ahad Silver Nest,,Ahad,Apartment,,
1390,SSVR Freesia,,SSVR Builders,Apartment,13.0276785,77.6852277
1391,Aum Shanta Durga Apartments,,Aum Group,Apartment,,
1392,BDA Apartments Valagerahalli,PRM/KA/RERA/1251/310/PR/180319/001495,Bangalore Development Authority,Apartment,12.9273184,77.4852541
1393,Sri Lakshmi Vallabha Kanakashree,PRM/KA/RERA/1251/310/PR/281222/005564,Sri Lakshmi Vallabha Constructions,Apartment,,
1394,Poorvi Enchanting,PRM/KA/RERA/1251/446/PR/190123/005632,Poorvi Infinite,Apartment,12.888943,77.6958767
1395,Ragashiva Heights,,Ragashiva Developers,Apartment,12.9425872,77.6537738
1396,UV Serenity,,UV Projects,Apartment,,
1397,SR Srivari Mansion,,SR Builders Bangalore,Apartment,,
1398,GVS Habitat,,GVS Projects,Apartment,13.0306781,77.6461885
1399,Sri Vara Residency,,Sri Vara Constructions,Apartment,12.9088981,77.5326128
1400,Suvedha Elite,,Suvedha Builders,Apartment,12.9116432,77.5088311
1401,Enrich Golden Enclave,,Enrich Properties,Plot,13.1910333,77.5456038
1402,Prakruthi Sun Ridge,,Prakruthi Shelters,Apartment,12.9269922,77.55521139999999
1403,Kumar Pooja Mansion,,Kumar Developers,Apartment,,
1404,Varsha Tirumalaa Square,PRM/KA/RERA/1251/310/PR/200922/005246,Varsha Promoters and Developers,Apartment,12.8620747,77.5881422
1405,Aureal Vardhaman,PRM/KA/RERA/1251/310/PR/230522/004898,Vardhaman Developers Bangalore,Apartment,,
1406,SLV Jasmine,,SLV Builders Bangalore,Apartment,13.0303672,77.56125689999999
1407,Eahanaa Enclave,PRM/KA/RERA/1251/310/PR/291022/005382,Eahanaa Buildcon,Plot,,
1408,Adish Aradhra,PRM/KA/RERA/1251/308/PR/130622/004973,Adish Properties,Apartment,12.7793881,77.7144113
1409,ARS Signature Homes,"PRM/KA/RERA/1251/308/PR/280722/005108, PRM/KA/RERA/1251/308/PR/300124/006588",ARS Properties,Apartment,12.8652848,77.77480349999999
1410,Vyas Signature,PRM/KA/RERA/1251/446/PR/041122/005391,Vyas Builders,Apartment,12.8983585,77.6570545
1411,Habulus Symphony,,Habulus Groups,Apartment,12.8285833,77.6929421
1412,Essenn Dhanwantari Chamundi Agrahara,PRM/KA/RERA/1254/465/PR/271222/005561,ESSENN Infra Township Pvt Ltd,Plot,,
1413,Karnataka Sai Deepthi Residency,,Karnataka Constructions,Apartment,12.9663842,77.76068269999999
1414,Whitewinds Aadya Heights,PRM/KA/RERA/1251/446/PR/311222/005594,Whitewinds Constructions,Apartment,,
1415,VR Dollarcity,PRM/KA/RERA/1265/339/PR/041122/005400,VR Builders And Developers,Plot,,
1416,Apurva Elite Doddakannelli,,Purva Mithra Developers,Apartment,12.9065236,77.6911453
1417,MJR Divine Meadows,PRM/KA/RERA/1251/308/PR/191222/005542,MJR Builders,Villa or Rowhouse,12.8677787,77.8009707
1418,Habulus Sunshine,,Habulus Groups,Apartment,12.8280103,77.6926758
1419,Whitehill Pelican Square,PRM/KA/RERA/1251/308/PR/311222/005595,Whitehill Properties,Villa or Rowhouse,12.875385,77.8121151
1420,Shivaganga Sai Raksha,PRM/KA/RERA/1251/310/PR/311222/005590,Shivaganga Built Tech,Apartment,12.8831307,77.5480742
1421,Nandi Meraki,PRM/KA/RERA/1251/310/PR/311222/005573,Nandi Housing,Apartment,12.8574539,77.60659129999999
1422,VKR Paradise,PRM/KA/RERA/1251/310/PR/130722/005069,VKR Infra,Apartment,12.8975434,77.5258264
1423,K Squre Regium,PRM/KA/RERA/1251/309/PR/120722/005065,K Squre Properties,Apartment,,
1424,Vijaya Luxo,PRM/KA/RERA/1251/310/PR/041122/005393,Vijaya Enterprises,Apartment,12.909493,77.5118834
1425,Desai Green Gardens,PRM/KA/RERA/1251/446/PR/220210/004687,Desai Developers,Apartment,13.0607838,77.6050544
1426,SNR Safa,PRM/KA/RERA/1251/308/PR/101122/005438,SNR Square Limited,Apartment,12.8573375,77.7676094
1427,SKAV Grande,PRM/KA/RERA/1251/310/PR/091122/005419,SKAV Developers,Apartment,12.971997,77.750164
1428,Vista Lalbagh,PRM/KA/RERA/1251/310/PR/130722/005068,Vista Spaces,Apartment,12.959642,77.5871706
1429,Highrise Fort,PRM/KA/RERA/1251/309/PR/071022/005306,Highrise Developers,Apartment,13.0292246,77.6569847
1430,Mahindra Great Eastern Chalet,,Mahindra Lifespaces,Apartment,,
1431,Tranquil Homely Homes,,Homely Homes,Apartment,,
1432,Shree Krishna Lotus Valley,PRM/KA/RERA/1250/303/PR/180905/001987,Shree Krishna Projects,Plot,,
1433,Annciya Samskruti Enclave,,Annciya Estates,Villa or Rowhouse,12.8277652,77.648291
1434,BSR Natura Daintree,PRM/KA/RERA/1251/308/PR/151222/005516,Mana,Villa or Rowhouse,,
1435,DSR Green Waters,PRM/KA/RERA/1251/446/PR/061222/005506,DSR Infrastructure Pvt Ltd,Apartment,12.9180255,77.7167451
1436,Mahidhara Harmony,PRM/KA/RERA/1251/308/PR/211122/005487,Mahidhara Projects Private Limited,Villa or Rowhouse,12.8374783,77.73215499999999
1437,GK Green Garden,,GK Group Bangalore,Apartment,13.0397305,77.6536632
1438,P Dot G Diamond,,P dot G Constructions Private Limited,Apartment,,
1439,Nirmaanika Advaita,PRM/KA/RERA/1251/446/PR/031022/005294,Nirmaanika Projects,Apartment,12.9356774,77.72780420000001
1440,Clear Misty Strings,,Cleartitle Properties,Plot,,
1441,Nisarga White County,,Nisarga Developers,Plot,,
1442,NCN Orchid Park,,NCN Developers,Plot,13.2319569,77.7259387
1443,UV Sukeerthi,,UV Projects,Apartment,13.0248935,77.648889
1444,Prakruthi Moon Stone,,Prakruthi Shelters,Apartment,12.9319687,77.546576
1445,Prakruthi Hillcrest,,Prakruthi Shelters,Apartment,12.9198967,77.54122679999999
1446,CSN Nandakam,,CSN Ventures,Apartment,13.0135752,77.7144991
1447,Akhya Elanza,,Akhya Infra,Apartment,13.0079984,77.6498826
1448,Emmanuel Ashley Park,PRM/KA/RERA/1251/310/PR/211122/005486,Emmanuel Constructions Pvt Ltd,Apartment,12.9032994,77.62696319999999
1449,Amogh Spania,,Amogh Developers,Plot,13.2171982,77.57196309999999
1450,Saibya Sundew,PRM/KA/RERA/1251/310/PR/021222/005496,Saibya Structures Pvt Ltd,Apartment,12.856001,77.610073
1451,Legend Valencia,PRM/KA/RERA/1251/310/PR/161122/005457,Legend Property,Apartment,12.8717697,77.64598819999999
1452,V2 Vishanth,PRM/KA/RERA/1251/310/PR/141122/005453,V2 Holdings Housing Development,Apartment,12.9604804,77.5652812
1453,NR Rosewood Estate,PRM/KA/RERA/1251/472/PR/091122/005422,NR Greenwood Construction Pvt Ltd,Plot,13.18976,77.6723816
1454,Aria Greens By VARS and Kens,PRM/KA/RERA/1250/304/PR/091122/005421,VARS and Kens,Plot,13.0684606,77.7423823
1455,Heritage Firefly Fields,PRM/KA/RERA/1251/308/PR/041122/005396,Heritage Homes,Villa or Rowhouse,12.8802849,77.8101057
1456,MJR Opus,PRM/KA/RERA/1251/308/PR/071122/005414,MJR Builders,Plot,12.8536788,77.81047869999999
1457,Mars Isha Serene,PRM/KA/RERA/1251/308/PR/091122/005431,Mars Builders,"Plot, Villa or Rowhouse",,
1458,KNS Atharva,PRM/KA/RERA/1250/303/PR/141122/005452,KNS Infrastructure Pvt Ltd,Plot,13.2532357,77.6164385
1459,Opera Colossal Terraces,,Opera Homes,Apartment,12.9105273,77.5895549
1460,KPT Vijaya Paradise,,Vijaya Enterprises,Apartment,12.9922753,77.52666889999999
1461,Casagrand Meridian,PRM/KA/RERA/1251/446/PR/181122/005482,Casagrand,Apartment,13.0191212,77.7041175
1462,Aarna Rajpath,PRM/KA/RERA/1251/446/PR/091122/005435,Aarna Projects,Apartment,12.9314262,77.7413962
1463,Mana Macasa Emerald,PRM/KA/RERA/1251/446/PR/101122/005450,Mana Projects Pvt Ltd,Apartment,12.8904809,77.6958418
1464,Sri Royal Residency,,Sri Sai Shanmukha Builders,Apartment,,
1465,Sanjeevini Srushti Srigandha,PRM/KA/RERA/1250/304/PR/190822/005170,Sanjeevini Group,Plot,13.014868,77.7949993
1466,Punnami Bliss,PRM/KA/RERA/1251/446/PR/171214/001767,Punnami Properties,Apartment,12.9413625,77.7025934
1467,Spacios Swaraj Residency,PRM/KA/RERA/1251/309/PR/220531/004942,Spacios Builders,Apartment,18.6865555,73.8373546
1468,Sai Vinutha Residency,,A Knight Ventures,Apartment,12.8981266,77.5615334
1469,Avani Gajariya Enclave,"PRM/KA/RERA/1250/307/PR/181010/002056, PRM/KA/RERA/1250/307/PR/181122/002149",Avani Ventures,Plot,25.8410238,82.1781613
1470,Spoorthy Meadows,,Spoorthy Realty,Plot,,
1471,SBR Minara,PRM/KA/RERA/1251/446/PR/120922/005238,SBR Group,Apartment,13.0146176,77.76174019999999
1472,Sreejith Sree Arcade,,Sreejith Builders,Apartment,,
1473,Lewis Charis Apartments,PRM/KA/RERA/1251/446/PR/180131/001668,Lewis Infrastructure and Projects,Apartment,,
1474,SDR Sri Gayatri Prime,PRM/KA/RERA/1251/309/PR/311222/005568,SDR Builder,Apartment,,
1475,Heriitage Signature,PRM/KA/RERA/1251/310/PR/180627/001931,Heriitage Infrastructures,Apartment,12.9550739,77.5987802
1476,Innovative Southend,,Innovative Construction,Apartment,12.9392484,77.5815294
1477,Naga The Cornerstone,,Naga Constructions,Apartment,,
1478,SG Vanya Vilas,,SG Developers Bangalore,Apartment,12.9166149,77.518346
1479,ARK Oak Tree,PRM/KA/RERA/1251/446/PR/041122/005397,ARK Group,Apartment,12.9842399,77.76433779999999
1480,Sai Nandana South Avenue,,Sai Nandana Developers,Apartment,12.938274,77.5779568
1481,SLV Sri Sai Gardens,,SLV Housing Development Corporation,Plot,,
1482,Elite Pristine,PRM/KA/RERA/1251/472/PR/041122/005398,Elite Estates,Plot,,
1483,Pragna Grandoor Chairman Square,,Pragna Group,Apartment,,
1484,Gurupriya Janani,PRM/KA/RERA/1251/309/PR/171214/001909,Gurupriya Housing Pvt Ltd,Apartment,,
1485,Utocorp Aayodhya,PRM/KA/RERA/1251/310/PR/190913/002887,Utocorp Group,Apartment,26.7921605,82.1997954
1486,Housso The Golden Wattle,,Housso Properties,Plot,,
1487,Trishul Happy Homes,,Trishul Builders and Promoters,Apartment,,
1488,Trishul Happy Homes Arka,,Trishul Builders and Promoters,Apartment,,
1489,SLV Vivanta,,SVD Groups,Apartment,13.1343014,77.6658202
1490,Elite Serenity,"PRM/KA/RERA/1250/303/PR/311022/005388, PRM/KA/RERA/1250/303/PR/281022/005370",Elite Estates,Plot,13.2529893,77.7325764
1491,PJC MR Greens,,PJC Infras,Apartment,,
1492,Mahalakshmi Paradiso,PRM/KA/RERA/1251/309/PR/171208/002253,Mahalakshmi Projects,Plot,,
1493,YD Emerald,,Y D Builders,Apartment,13.0076638,77.6501207
1494,Grihamithra Gmc Aero Square,PRM/KA/RERA/1250/303/PR/200922/005253,Griha Mithra,Apartment,13.2297477,77.69321459999999
1495,Premier Slice Of Heaven,PRM/KA/RERA/1251/310/PR/280722/005109,Royal Indraprastha Builders,Apartment,,
1496,Sohan Exotica,PRM/KA/RERA/1251/309/PR/181109/002131,Sohan Developers,Apartment,13.0642268,77.57548109999999
1497,Cansa Hestia,PRM/KA/RERA/1251/446/PR/130722/005067,Cansa,Villa or Rowhouse,12.9940509,77.7993795
1498,Pavithra Sangam,,Pavithra Constructions Pvt Ltd,Apartment,12.965725,77.5899046
1499,NKV Parkview,,NKV Builders,Apartment,,
1500,Symbiosis Adithya,PRM/KA/RERA/1251/310/PR/171214/001902,Symbiosis Homes,Apartment,12.9605256,77.5955806
1501,Swastik Homes Ramamurthy,,Swastik Builders,Apartment,,
1502,SVR Green Woods,,SVR Housing,Apartment,,
