Internal ID,Project Name,RERA ID,Developer,Type,Latitude,Longitude
1063,Century Star,,Century Real Estate,Apartment,,
1064,Total Environment The Magic Faraway Tree,"PRM/KA/RERA/1251/310/PR/171015/000424, PRM/KA/RERA/1251/310/PR/181204/002194",Total Environment,Apartment,12.8598488,77.5291208
1065,Adarsh Palm Retreat Lake Front,"PRM/KA/RERA/1251/446/PR/170915/000232, PRM/KA/RERA/1251/446/PR/200323/003382",Adarsh Developers,Apartment,12.9181127,77.6833177
1066,Total Environment After The Rain,PRM/KA/RERA/1251/309/PR/171014/000483PRM/KA/RERA/1251/309/PR/180519/001763PRM/KA/RERA/1251/309/PR/191015/002923PRM/KA/RERA/1251/309/PR/300322/004795PRM/KA/RERA/1251/309/PR/110522/004867,Total Environment,Villa or Rowhouse,13.1590319,77.60281789999999
1067,Adarsh Premia,PRM/KA/RERA/1251/310/PR/170915/000155,Adarsh Developers,Apartment,12.9204082,77.5615469
1068,Here comes the Sun,,Total Environment,Apartment,,
1069,Total Environment Windmills Of Your Mind,,Total Environment,Apartment,12.9834911,77.7216973
1070,Total Environment Pursuit of a Radical Rhapsody,"PRM/KA/RERA/1251/446/PR/171014/000433, PRM/KA/RERA/1251/446/PR/190102/002271, PRM/KA/RERA/1251/446/PR/220922/005261, PRM/KA/RERA/1251/446/PR/281222/005565",Total Environment,"Apartment, Villa or Rowhouse",12.9881136,77.7204696
1071,Century Sports Village,PRM/KA/RERA/1250/303/PR/170918/000844,Century Real Estate,Plot,13.226725,77.684483
1072,Total Environment Lost In The Greens,PRM/KA/RERA/1251/309/PR/171014/000665,Total Environment,Apartment,12.9891247,77.5818936
1073,Century Celeste,,Century Real Estate,Apartment,13.0855857,77.60787979999999
1074,Century Pragati,,Century Real Estate,Apartment,12.891842,77.5896121
1075,Century Park,,Century Real Estate,Apartment,,
1076,Century Central,PRM/KA/RERA/1251/310/PR/171015/000351,Century Real Estate,Apartment,,
1077,A Few Honest Words,PRM/KA/RERA/1251/310/PR/171125/000517,Total Environment,Apartment,12.9486351,77.5777851
1078,Total Lost In The Greens,PRM/KA/RERA/1251/309/PR/171014/000665,Total Environment,Apartment,,
1079,Century Infiniti,PRM/KA/RERA/1251/446/PR/170916/000376,Century Real Estate,Apartment,12.8971912,77.6780895
1080,Pashmina Lagoon Residences,PRM/KA/RERA/1250/304/PR/171015/000556,Pashmina Developers,Apartment,13.0758989,77.72340750000001
1081,Pruthvi Homes Dyavasandra,,Pruthvi Projects,Apartment,,
1082,Nexsa Acuity,,Nexsa Builders,Apartment,13.0720318,77.6530093
1083,Sri Sri Nagar,,Sri Sumeru Realty Private Limited,Plot,17.1544789,79.6302089
1084,DK Krishna Residency,,DK Projects,Apartment,12.8670508,77.53876369999999
1085,Radiance Floresta,,Radiance Realty,Apartment,13.0800592,77.6617692
1086,KNS Amora,,KNS Infrastructure Pvt Ltd,Plot,12.8919887,77.4445023
1087,Sri Sumeru Harivishram,,Sri Sumeru Realty Private Limited,Apartment,,
1088,Satyam Varad,,Satyam Builders And Developers,Apartment,,
1089,Assetz Promise of Spring,PRM/KA/RERA/1251/309/PR/030424/006771,Assetz Homes,Plot,,
1090,Axis Oaklyn,PRM/KA/RERA/1251/472/PR/280324/006742,Axis Concept Construction,Apartment,39.9009465,-75.0846179
1091,Equinox Sunrise,PRM/KA/RERA/1250/303/PR/280324/006762,Equinox Global Shelters,Plot,,
1092,Arvind Lakeview,PRM/KA/RERA/1250/307/PR/280324/006755,Arvind,Plot,,
1093,Nimishamba Northern Boulevard,,Nimishamba Developers,Plot,,
1094,DSR The Courtyard,,DSR Infrastructure Pvt Ltd,Apartment,,
1095,Shilpa Rathna,PRM/KA/RERA/1251/446/PR/280324/006740,Shilpa Developers,Apartment,13.0055852,77.6667208
1096,Pushkalam Heritage,PRM/KA/RERA/1251/446/PR/280324/006744,Pushkalam Developers,Apartment,,
1097,Icon Central Park,PRM/KA/RERA/1251/310/PR/280324/006763,Iconhomz,Apartment,,
1098,Disha Pursuit Of The Elements,PRM/KA/RERA/1251/308/PR/280324/006756,Disha Habitat Venture,"Villa or Rowhouse, Apartment",12.9223509,77.75682019999999
1099,Mana The Right Life,PRM/KA/RERA/1251/308/PR/280324/006766,Mana Projects Pvt Ltd,Apartment,,
1100,Sobha Crystal Meadows,"PRM/KA/RERA/1251/446/PR/280324/006734, PRM/KA/RERA/1251/446/PR/280324/006733, PRM/KA/RERA/1251/446/PR/280324/006735, PRM/KA/RERA/1251/446/PR/280324/006737, PRM/KA/RERA/1251/446/PR/280324/006736",Sobha,Villa or Rowhouse,12.9046092,77.72067899999999
1101,Casagrand Regal,,Casagrand,Apartment,13.0490121,77.6369132
1102,SLV Elanza,PRM/KA/RERA/1251/309/PR/151222/005524,SLV Structures,Apartment,13.0867223,77.6187465
1103,Lodha Azur,"PRM/KA/RERA/1251/310/PR/220324/006728, PRM/KA/RERA/1251/310/PR/280324/006746",Lodha,Apartment,,
1104,Sowmya Skyla,PRM/KA/RERA/1251/308/PR/220324/006727,Sowmya Infra Projects,Apartment,12.8277922,77.6936881
1105,Mahindra Zen,PRM/KA/RERA/1251/310/PR/210324/006712,Mahindra Lifespaces,Apartment,,
1106,Devagiri Opal,PRM/KA/RERA/1251/446/PR/210324/006717,Devagiri Projects,Apartment,13.0025147,77.73607559999999
1107,Vaishnavi Bodhii Tree,,Vaishnavi Group,Plot,,
1108,Shanders Court Yard,PRM/KA/RERA/1251/308/PR/210324/006710,Shanders Group,Plot,,
1109,Abhee Riviera Royale,PRM/KA/RERA/1251/310/PR/210324/006722,Abhee Ventures,Apartment,12.889661,77.6549036
1110,DS Max Sky Blossom,PRM/KA/RERA/1251/310/PR/210324/006724,DS MAX Properties Pvt Ltd,Apartment,12.8699443,77.6347586
1111,Purva Kensho Hills,PRM/KA/RERA/1251/308/PR/210324/006719,Puravankara,Plot,12.8329899,77.7952786
1112,Orion Enclave Bengaluru,PRM/KA/RERA/1250/304/PR/140324/006700,Orion Realtors,Plot,12.9715987,77.5945627
1113,Casagrand Amor,PRM/KA/RERA/1251/310/PR/140324/006701,Casagrand,Apartment,12.8622013,77.6096325
1114,Sizzle Sidvin Horizon,PRM/KA/RERA/1251/446/PR/060324/006689,Sizzle Properties Pvt Ltd,Plot,13.0545408,77.753997
1115,LVS Paradise,PRM/KA/RERA/1251/446/PR/150224/006619,LVS Builders And Developers,Apartment,13.0382729,77.7053856
1116,Sri Sai Vihar Sompura,PRM/KA/RERA/1251/308/PR/160124/006554,Sri Sai Ventures,Apartment,12.8713766,77.7666865
1117,Ramsons Trendsquares East Park Residences,,Trendsquares Constructions,Apartment,12.9001946,77.7104595
1118,Candeur Nova Gardenia,PRM/KA/RERA/1251/309/PR/070324/006697,Candeur Constructions,Apartment,12.9276314,77.7396809
1119,Sai Raghavendra Tiara,PRM/KA/RERA/1251/446/PR/070324/006698,Sai Raghavendra Constructions,Apartment,12.9773067,77.73903059999999
1120,Sri Balaji Urban Retreat,,Sri Balaji Builders,Plot,12.8456197,77.77415429999999
1121,DNR Solace,PRM/KA/RERA/1250/303/PR/060324/006670,DNR Corporation,Plot,13.2675335,77.6717807
1122,House Of Hiranandani Plots,PRM/KA/RERA/1250/303/PR/060324/006666,House of Hiranandani,Plot,,
1123,Vikyath Signature,PRM/KA/RERA/1251/446/PR/060324/006674,Vikyath Properties,Apartment,13.0134156,77.73277809999999
1124,Inspira Infinity,PRM/KA/RERA/1251/446/PR/060324/006675,Inspira Builders Projects Ltd,Apartment,,
1125,Jai Fortune Square,PRM/KA/RERA/1251/446/PR/060324/006671,Jai Builders,Apartment,12.9990414,77.72193949999999
1126,Navami Chamara Heights,PRM/KA/RERA/1251/309/PR/060324/006678,Navami,Apartment,12.9516299,77.4856779
1127,Modern Engrace Vista,,Modern Spaaces,Apartment,12.8636727,77.7595108
1128,Bren Ananta,PRM/KA/RERA/1251/310/PR/060324/006694,Bren Corporation,Apartment,12.8182199,77.51234389999999
1129,Lakshmipura Spoorthi Badavane,PRM/KA/RERA/1251/446/PR/030124/006527,Spoorthi Developers and Builders,Plot,,
1130,Affinity Jahnavi Brindavan,PRM/KA/RERA/1251/472/PR/160124/006539,Affinity Projects,Apartment,,
1131,Vaishno Ambaram,PRM/KA/RERA/1251/446/PR/280224/006659,Vaishno Builders,Apartment,12.9267531,77.7278425
1132,Bricks And Milestones Lagos,PRM/KA/RERA/1250/301/PR/200224/006646,Bricks and Milestones Projects LLP,Plot,,
1133,SB Urban Park,PRM/KA/RERA/1251/309/PR/200224/006647,SB Urban Scapes,Apartment,13.0587165,77.61931179999999
1134,Artismo Millionaire Towers,PRM/KA/RERA/1251/472/PR/200224/006640,Artismo Builders,Apartment,,
1135,SSVR Niyaara,PRM/KA/RERA/1251/446/PR/160224/006626,SSVR Builders,Apartment,12.9458107,77.7541344
1136,Sruthika The Pinnacle,PRM/KA/RERA/1251/472/PR/160224/006635,Sruthika Builders,Apartment,,
1137,Bren Cosmo,PRM/KA/RERA/1251/446/PR/150224/006621,Bren Corporation,Plot,13.0606285,77.75690259999999
1138,Brinda City Dyavasandra,,Brinda Properties,Plot,,
1139,Max North Park Yelahanka,PRM/KA/RERA/1251/472/PR/050224/006611,Max Global Developers,Apartment,13.1154662,77.6069977
1140,Neravaati Mithila Splendor,PRM/KA/RERA/1250/304/PR/050224/006608,Neravaati Group,Apartment,12.9419375,77.7680625
1141,Arvind Orchards Devanahalli,PRM/KA/RERA/1250/303/PR/300124/006600,Arvind,Plot,13.2705827,77.65242599999999
1142,Sree Adithya Lotus Park,PRM/KA/RERA/1251/446/PR/300124/006599,Sree Adithya Developers,Apartment,13.0135383,77.7230573
1143,Subha Ecocity,PRM/KA/RERA/1251/308/PR/220124/006566,Subha Builders and Developers,Plot,12.7884818,77.6898555
1144,Binary Temple Tree,PRM/KA/RERA/1251/308/PR/220124/006570,Binary Realty,Apartment,12.8644375,77.7734442
1145,SNN Felicity,PRM/KA/RERA/1251/309/PR/220124/006568,S N N Builders Pvt Ltd,Apartment,13.0677706,77.62286999999999
1146,Desai Empire,PRM/KA/RERA/1251/446/PR/180124/006559,Desai Developers,Apartment,12.9692227,77.73899569999999
1147,Ashwasurya Atharva Riteway,PRM/KA/RERA/1251/310/PR/160124/006548,Ashwasurya Realities,Plot,12.8737963,77.3784024
1148,Bhavisha Falcon,PRM/KA/RERA/1251/308/PR/160124/006546,Bhavisha Homes,Apartment,,
1149,Adarsh Sai Crystal,,Adarsh Constructions,Apartment,12.7179375,77.6991875
1150,Roja Soul Garden,PRM/KA/RERA/1251/308/PR/110823/006143,Roja Incorp,Villa or Rowhouse,,
1151,YV Warrior Central Bay,PRM/KA/RERA/1251/309/PR/091123/006404,YV Constructions,Apartment,13.139172,77.641973
1152,Technocon North Maple,PRM/KA/RERA/1250/303/PR/031022/005292,Technocon Realty Ventures,Plot,,
1153,Rajarshi Green City,PRM/KA/RERA/1251/310/PR/240723/006085,Rajarshi Developers,Plot,12.876113,77.3872207
1154,SLN Nidhi Palms,PRM/KA/RERA/1251/446/PR/281223/006513,SLN Infra,Villa or Rowhouse,13.0668688,77.72936109999999
1155,Vciti Bellissimo,PRM/KA/RERA/1251/308/PR/300124/006589,Vciti,Villa or Rowhouse,12.8851129,77.6564368
1156,Purva Tiara,,Puravankara,Villa or Rowhouse,12.8956584,77.5795066
1157,Mana Jardin Neo,PRM/KA/RERA/1251/446/PR/181223/006500,Mana Projects Pvt Ltd,Apartment,12.8945968,77.7090371
1158,Acorn Hive,PRM/KA/RERA/1251/308/PR/131023/006319,Acorn Group,Apartment,12.8510125,77.7329002
1159,Siri Sirikanthi Magical Springs,PRM/KA/RERA/1250/303/PR/301223/006525,Siri Malle Infra Developers,Plot,,
1160,Axis Park West,PRM/KA/RERA/1248/440/PR/290323/005825,Axis INC,Apartment,15.2621696,76.3699224
1161,Prime NTS Shelters,PRM/KA/RERA/1248/469/PR/140923/006255,Prime Developers,Plot,,
1162,Signature Pristine,PRM/KA/RERA/1251/308/PR/281223/006516,Signature Dwellings,Apartment,12.8894317,77.7841629
1163,SDR Sri Gayathri Greens,PRM/KA/RERA/1250/304/PR/171023/006334,SDR Builder,Plot,13.1293459,77.8816287
1164,Luxuria Aurelius,PRM/KA/RERA/1251/308/PR/211223/006504,Luxuria Homes LLP,Villa or Rowhouse,,
1165,Aratt Avant Twilight,"PRM/KA/RERA/1251/446/PR/181223/006492, PRM/KA/RERA/1251/446/PR/301223/006522",Aratt Builders,Apartment,,
1166,Guru Punvaanii Exotica,PRM/KA/RERA/1251/308/PR/181223/006496,Guru Punvaanii Properties,Plot,12.719729,77.743736
1167,MS Spring Green Meadows,PRM/KA/RERA/1251/308/PR/181223/006498,MS Shelters,Plot,,
1168,Vatavarana Realty Plots,PRM/KA/RERA/1251/310/PR/300923/006298,Vatavarana Realty,Plot,12.9148731,77.4148072
1169,Vaishnavi Urban County,PRM/KA/RERA/1251/308/PR/181223/006499,Vaishnavi Developers Bangalore,Plot,,
1170,Shrinika Homes Plot,PRM/KA/RERA/1250/304/PR/151223/006480,Shrinika Homes,Plot,,
1171,Xora Irise,PRM/KA/RERA/1250/304/PR/041223/006447,Xora Upstates,Plot,,
1172,TBC Grand La Palazzo,PRM/KA/RERA/1251/308/PR/151223/006479,TBC Homes,Villa or Rowhouse,,
1173,Profound Lakeshore,PRM/KA/RERA/1251/308/PR/151223/006483,Profound Developers,Plot,,
1174,Goyal Orchid Life,,Goyal And Co,Apartment,12.9264697,77.727432
1175,Sri Nandana Galaxy,PRM/KA/RERA/1251/308/PR/231123/006426,Sri Nandana Builders,Apartment,12.8821575,77.7658287
1176,Bonitas Landmark,PRM/KA/RERA/1251/310/PR/271023/006352,Bonitas Developers and Builders,Apartment,12.8661487,77.5368939
1177,Shivaganga AR Prakruthi,PRM/KA/RERA/1251/310/PR/090523/005917,Shivaganga Infra,Apartment,12.9107034,77.5395798
1178,Himagiri Avenue Bangalore,PRM/KA/RERA/1251/308/PR/260523/005949,Himagiri Group,Plot,12.8619676,77.5925884
1179,White Eagle Infinity,TOR/PRM/KA/RERA/1250/303/PR/230728/003389,White Eagle Infra Homes,Apartment,,
1180,Krishi Dhama Layout,"PRM/KA/RERA/1250/301/PR/060923/006241, PRM/KA/RERA/1250/301/PR/060923/006242, PRM/KA/RERA/1250/301/PR/060923/006243, PRM/KA/RERA/1250/301/PR/220923/006291",Kariyappa Builder,Plot,,
1181,Aiikya Village Sarjapur,PRM/KA/RERA/1251/446/PR/221123/006419,Aiikya Village Sarjapur LLP,Apartment,12.8466858,77.782443
1182,Divine Green Leaf,PRM/KA/RERA/1251/472/PR/231123/006428,Green Leaf Projects,Apartment,13.1139936,77.5741826
1183,Dai Doron Spring Woods,PRM/KA/RERA/1251/308/PR/271123/006442,Dai Doron India Properties,Plot,,
1184,Subha Esperanza,PRM/KA/RERA/1251/446/PR/271123/006433,Subha Builders and Developers,Apartment,12.9481875,77.6849375
1185,Goyal Orchid Salisbury,PRM/KA/RERA/1251/309/PR/271123/006440,Goyal and Co and Hariyana Group,Apartment,,
1186,Aasara Greenwoods,PRM/KA/RERA/1251/446/PR/221123/006421,Aasara Builders,Apartment,,
1187,Mythreyi Aether,PRM/KA/RERA/1250/301/PR/041023/006302,Mythreyi Promoters,Plot,13.353998,77.648783
1188,DJP Theodor,PRM/KA/RERA/1250/303/PR/200923/006274,DJP Infra,Plot,,
1189,Sri Balaji Serene,PRM/KA/RERA/1251/472/PR/100823/006138,Sri Balaji Structures,Apartment,13.1118687,77.5701053
1190,Nandi Garden,PRM/KA/RERA/1251/308/PR/070823/006126,Nandi Infra,Plot,,
1191,Sri Garudapriya Sunshine,PRM/KA/RERA/1250/304/PR/010923/006218,Sri Garudapriya Builders,Apartment,,
1192,ABD Pinaki Paradise,PRM/KA/RERA/1251/310/PR/010923/006215,ABD Builders,Apartment,,
1193,United Dreamcity,PRM/KA/RERA/1251/446/PR/061222/005508,United Project,Apartment,13.0561807,77.7665038
1194,SBR Florenso,PRM/KA/RERA/1251/446/PR/091123/006405,SBR Group,Villa or Rowhouse,13.0098634,77.76384449999999
1195,Rainbow Vistas Uttarahalli,PRM/KA/RERA/1251/310/PR/071123/006377,Rainbow Properties,Plot,12.9069823,77.552059
1196,Abhee Celestial City,PRM/KA/RERA/1251/308/PR/071123/006380,Abhee Ventures,Apartment,12.8989386,77.7485834
1197,Vista Spaces Visista,PRM/KA/RERA/1251/309/PR/011022/005287,Vista Spaces,Apartment,12.9804674,77.6071523
1198,MH Oakville,PRM/KA/RERA/1251/310/PR/070823/006125,MH Properties,Plot,12.7897008,77.5164374
1199,Brigade Meadows,"PRM/KA/RERA/1251/310/PR/171015/000863, PRM/KA/RERA/1251/310/PR/181022/002096",Brigade,Apartment,12.8131519,77.5078589
1200,Arvind Orchids,PRM/KA/RERA/1250/307/PR/311023/006365,Arvind Builders Bangalore,Plot,,
1201,RK Celesta,PRM/KA/RERA/1251/308/PR/271023/006349,RK Builders and Developers,Apartment,12.7770456,77.7757257
1202,Saraf Shyam Residency,PRM/KA/RERA/1251/309/PR/271023/006355,Saraf Polysynthetics Private Limited,Plot,,
1203,Vishwa Lake Estates,PRM/KA/RERA/1251/472/PR/171023/006340,Vishwa Projects Bangalore,Plot,,
1204,VDB Hush Fields,PRM/KA/RERA/1251/446/PR/131023/006320,VDB Infra Realty Pvt Ltd,Plot,,
1205,Meenakshi High Life Towers,PRM/KA/RERA/1251/309/PR/200923/006268,Meenakshi Infrra Projects,Apartment,13.0581875,77.62306670000001
1206,Earthis Akash,PRM/KA/RERA/1251/472/PR/041023/006304,Earthis Akash Reality LLP,Plot,,
1207,DS Needs 3 Project 168,PRM/KA/RERA/1251/446/PR/151222/005522,DS And Jaks Constructions,Apartment,,
1208,Sahasra Serenity,PRM/KA/RERA/1251/446/PR/041122/005407,Sahasra Builders And Developers,Apartment,13.0021753,77.7428408
1209,Sri Balaji Rose Woods,PRM/KA/RERA/1251/446/PR/200123/005645,Sri Balaji Builders Bangalore,Apartment,13.0033973,77.7256022
1210,DivyaSree 77 Life,PRM/KA/RERA/1251/446/PR/211222/005551,DivyaSree Developers,Apartment,,
1211,Keya Springs,TOR/PRM/KA/RERA/1251/310/PR/230120/001682,Keya Homes,Apartment,12.8849319,77.6048938
1212,Sobha Galera,,Sobha,Villa or Rowhouse,13.0538095,77.76849930000002
1213,Spectra Parijatha,PRM/KA/RERA/1251/446/PR/251023/006346,Spectra Constructions Pvt Ltd,Apartment,12.9599861,77.7320972
1214,JR East Fields,PRM/KA/RERA/1250/304/PR/300923/006296,JR Housing,Plot,13.0364945,77.7962678
1215,VBHC Haven of Joy,PRM/KA/RERA/1251/310/PR/200123/005634,VBHC,Apartment,12.8832359,77.47277129999999
1216,Upkar Galaxy,PRM/KA/RERA/1251/310/PR/271023/006350,Upkar Developers,Plot,12.9051297,77.3739322
1217,CoEvolve Florenza,PRM/KA/RERA/1251/308/PR/171023/006333,CoEvolve Estates,Apartment,12.8986804,77.7878685
1218,Arvind Forest Trails,PRM/KA/RERA/1251/308/PR/271023/006354,Arvind,Villa or Rowhouse,12.8553225,77.8047445
1219,Lakepoint Devanahalli,"PRM/KA/RERA/1250/303/PR/201106/003695, PRM/KA/RERA/1250/303/PR/271222/005559",Lakepoint Builders,Plot,13.2437197,77.7172413
1220,Bhoo Aabharana,PRM/KA/RERA/1251/446/PR/140923/006261,Bhoo Developers,Apartment,13.0628443,77.6637824
1221,RT Ragam Melodies,PRM/KA/RERA/1251/310/PR/100823/006135,RT Ventures,Apartment,12.8657796,77.6357067
1222,Trifecta Retto,PRM/KA/RERA/1251/310/PR/060423/005849,Trifecta Projects Pvt Ltd,Apartment,12.8912283,77.70859279999999
1223,Brick Culture Melrose,PRM/KA/RERA/1251/310/PR/270623/006022,Brick Culture Housing,Plot,,
1224,Shell Sapphire,PRM/KA/RERA/1251/310/PR/270723/006098,Shell Promoters And Infra Pvt Ltd,Apartment,12.8667906,77.6848052
1225,Elegant Hermitage,PRM/KA/RERA/1251/310/PR/300623/006025,Elegant Builders And Developers,Apartment,12.8987151,77.5122499
1226,SLV Castlemine,PRM/KA/RERA/1251/446/PR/010723/006027,SLV Structures,Apartment,13.0488125,77.7586875
1227,Adarsh Parkland,PRM/KA/RERA/1251/446/PR/110823/006145,Adarsh Developers,Apartment,12.9319932,77.71023439999999
1228,Vijaya Aqua Green,PRM/KA/RERA/1251/309/PR/160623/005997,Vijaya Enterprises,Apartment,13.0857869,77.5120287
1229,Ruchira Park East,PRM/KA/RERA/1251/446/PR/200123/005644,Ruchira Projects Pvt Ltd,Apartment,13.0312113,77.7608108
1230,Vidhura Viviana,PRM/KA/RERA/1250/304/PR/300523/005955,Vidhura Estates,Plot,13.0076865,77.7902598
1231,Atco Lavivant,PRM/KA/RERA/1251/308/PR/090623/005986,Atco Projects Pvt Ltd,Villa or Rowhouse,12.8213889,77.77084959999999
1232,VRR Green Crest,PRM/KA/RERA/1251/308/PR/040823/006114,VRR Builders,Apartment,,
1233,Nature Nxt,PRM/KA/RERA/1251/308/PR/020923/006235,Tattvam Ventures,Plot,12.8739469,77.81197879999999
1234,Adarsh Paradise,PRM/KA/RERA/1250/304/PR/130723/006063,Adarsh Group,Apartment,,
1235,DS Max Sky Sanjeevini,PRM/KA/RERA/1251/309/PR/060923/006244,DS MAX Properties Pvt Ltd,Apartment,13.0921546,77.441463
1236,VM Lotuscity,PRM/KA/RERA/1265/339/PR/060723/006050,VM Builder And Developers,Plot,,
1237,Balaji Gruna Grand,PRM/KA/RERA/1251/309/PR/010923/006217,Balaji Builders,Apartment,,
1238,KVR Signature Tulips Uptown,PRM/KA/RERA/1251/446/PR/020923/006236,KVR Sowbhagya Properties,Plot,,
1239,Nam By The Lake,PRM/KA/RERA/1250/303/PR/270723/006101,Nam Estates,Plot,,
1240,7 Hills Courtyard,PRM/KA/RERA/1250/303/PR/050723/006043,7 Hills Properties,Plot,13.185968,77.7509506
1241,SRK The Earth,PRM/KA/RERA/1250/301/PR/300523/005961,SRK Infra Projects Pvt Ltd,Plot,,
1242,Maharshi Sky Line Boulevard,PRM/KA/RERA/1250/303/PR/150423/005870,Maharshi Developers,Plot,,
1243,Formanu Speed RWF Township,PRM/KA/RERA/1250/301/PR/150523/005930,Formanu Services,Plot,,
1244,Rak Felicity,PRM/KA/RERA/1250/303/PR/160223/005725,Rak Group,Plot,13.265872,77.72795010000002
1245,Sapthagiri Sampada,PRM/KA/RERA/1250/304/PR/190123/005629,Sapthagiri Constructions,Apartment,12.9046549,77.67886589999999
1246,Srinidhi Layout Plot,PRM/KA/RERA/1251/310/PR/180823/006184,Srinidhi Ventures,Plot,12.8821208,77.57268839999999
1247,SDMV Elite,PRM/KA/RERA/1251/308/PR/180723/006073,SDMV Infra,Apartment,12.8335618,77.6991623
1248,Best Green Orchid,PRM/KA/RERA/1251/308/PR/070823/006122,Best Properties,Plot,,
1249,Gina Artize,PRM/KA/RERA/1251/308/PR/130723/006062,Gina,Apartment,12.8073837,77.6708015
1250,Riqueza Siri,PRM/KA/RERA/1250/304/PR/070823/006119,Riqueza Estates,Apartment,13.0653033,77.8015826
1251,Adarsh Euphoria,PRM/KA/RERA/1251/446/PR/040823/006112,Adarsh Developers,Plot,12.8927378,77.6861152
1252,IG3 Ekta Elements,PRM/KA/RERA/1251/472/PR/110823/006156,IG3 Infra,Plot,51.5649178,0.1029315
1253,Inspira Tropical Garden,PRM/KA/RERA/1251/308/PR/071122/005416,Inspira Builders Projects Ltd,Apartment,12.8443733,77.6877186
1254,DNR Parklink,PRM/KA/RERA/1251/446/PR/040823/006113,DNR Corporation,Apartment,13.0798516,77.6541333
1255,KNS Ananta,"PRM/KA/RERA/1251/310/PR/220623/006012, PRM/KA/RERA/1251/310/PR/100823/006137",KNS Infrastructure Pvt Ltd,Plot,12.9387912,77.433157
1256,Sonin Park South,PRM/KA/RERA/1251/310/PR/220623/006003,Sonin Developers,Apartment,12.881722,77.5902728
1257,SS Brindavanam,PRM/KA/RERA/1251/308/PR/150523/005931,SS Builders Bangalore,Apartment,12.8641199,77.76259569999999
1258,Yuva Blue Meadows,PRM/KA/RERA/1251/446/PR/150323/005798,Yuva Infinity Developers,Apartment,12.9423755,77.7357371
1259,Address Vijayanagar Eco Village,PRM/KA/RERA/1251/308/PR/230725/006090,The Address Makers,Plot,,
1260,Mahendra Arto Helix,PRM/KA/RERA/1251/308/PR/270723/006099,Mahendra Arto,Apartment,12.8199526,77.6590567
1261,Upkar Symphony,PRM/KA/RERA/1251/308/PR/050523/005908,Upkar Developers,Plot,12.7862947,77.7814951
1262,Sapthagiri Sandalwoods,PRM/KA/RERA/1251/446/PR/090523/005918,Sapthagiri Shelters,Apartment,13.0088294,77.7508237
1263,Saiven Mulberry Groves,PRM/KA/RERA/1251/308/PR/300523/005962,Saiven Developers Pvt Ltd,Villa or Rowhouse,12.8370841,77.736846
1264,Aashrithaa Divine,"PRM/KA/RERA/1251/308/PR/130723/006060, PRM/KA/RERA/1251/308/PR/151223/006482",Aashrithaa Properties Pvt Ltd,Plot,,
1265,Mangalam Ankshu Ecstasy,PRM/KA/RERA/1251/446/PR/180130/001562,Mangalam Projects,Apartment,13.02081,77.71655590000002
1266,Srivari Forest Breeze,PRM/KA/RERA/1251/310/PR/060723/006053,Srivari Infrastructures Projects Coy,Apartment,12.8962762,77.5278095
1267,JR Strr Enclave,PRM/KA/RERA/1250/304/PR/050723/006041,JR Housing,Plot,13.0429552,77.7960202
1268,Sri Brindavan,PRM/KA/RERA/1251/310/PR/060723/006047,Sri Krishna Group,Apartment,,
1269,VR Greencity,PRM/KA/RERA/1250/304/PR/130723/006061,VR Builders And Developers,Plot,,
1270,Oceanus White Meadows,PRM/KA/RERA/1251/310/PR/270623/006023,Oceanus Group,Apartment,12.8536547,77.5750319
1271,Indium Blossom,PRM/KA/RERA/1251/310/PR/180722/005078,Indium Group,Apartment,12.8658556,77.4200687
1272,CR Lotus,PRM/KA/RERA/1250/301/PR/210522/004886,CR Properties,Plot,,
1273,Ameliorate Hara North One,PRM/KA/RERA/1250/303/PR/090623/005985,Ameliorate Realtors,Plot,,
1274,Aryan Krishnaa Divine,PRM/KA/RERA/1251/472/PR/160623/005992,Aryan Ventures,Apartment,13.0987235,77.5604008
1275,SLNS Canterbury Orchards,"PRM/KA/RERA/1250/301/PR/220623/006009, PRM/KA/RERA/1250/301/PR/300124/006581",SLNS Avyuktha Homes,Plot,,
1276,GRC Saffron Skies,PRM/KA/RERA/1251/310/PR/220623/006016,GRC Infra Pvt Ltd,Villa or Rowhouse,12.8160424,77.4977261
1277,Oravia The Grand Strand Address,PRM/KA/RERA/1251/446/PR/270623/006020,Oravia Buildcraft,Apartment,12.9891447,77.7256634
1278,Parswa Sadan,,Rajarajeshware Buildcon,Apartment,,
1279,Shelter CCM Layout,,Shelter Layouts,Plot,13.0382719,77.72708349999999
1280,Ajmera Lakeside Paradise,"PRM/KA/RERA/1251/472/PR/200323/003375, PRM/KA/RERA/1251/309/PR/180728/001945",Ajmera,Apartment,13.1098596,77.5595341
1281,GK Gateway,PRM/KA/RERA/1251/446/PR/060923/006245,GK Developers Bengaluru,Apartment,12.977166,77.739121
1282,Terrafem Lavender Meadows,PRM/KA/RERA/1251/308/PR/300523/005958,Terrafem Group,Plot,12.9001737,77.80655879999999
1283,MSR RR Wish Tales,PRM/KA/RERA/1251/309/PR/030623/005968,MSR Infraa,Apartment,,
1284,Elegant Tranquility,PRM/KA/RERA/1251/310/PR/300523/005959,Elegant Builders And Developers,Apartment,,
1285,Honey VIP Layout,,Honey Properties,Plot,,
1286,Mentsu Crescent,PRM/KA/RERA/1251/309/PR/160523/005936,Mentsu Infra Pvt Ltd,Apartment,,
